category	file	region	slug	parser_ok	current_path	issues
02_作成済み	緑ヶ丘町_テンプレート.txt	緑ケ丘町	midorigaokacho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\緑ヶ丘町_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html
02_作成済み	自由ヶ丘_テンプレート.txt	自由ヶ丘	jiyugaoka	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\自由ヶ丘_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html
02_作成済み	船津町_テンプレート.txt	船津町	funatsucho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\船津町_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html
02_作成済み	花尾町_テンプレート.txt	花尾町	hanaomachi	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\花尾町_テンプレート.txt	作成済み: existing page artifact: HP/kagoshima-deliveryhealth-area-hanaomachi.php / 作成済み: existing page artifact: HP/source/kagoshima-deliveryhealth-area-hanaomachi.html / 作成済み: existing page artifact: HP/includefile/dataset_kagoshima-deliveryhealth-area-hanaomachi.php / 作成済み: existing shared registration: HP/includefile/dataset_base.php / 作成済み: existing shared registration: HP/source/area.html / 作成済み: existing shared registration: HP/sitemap.xml
02_作成済み	若葉町_テンプレート.txt	若葉町	wakabacho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\若葉町_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html
03_一覧名違い	草牟田_テンプレート.txt	草牟田	soumuta	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\草牟田_テンプレート.txt	一覧名違い: area list same-region slug mismatch: canonical=soumuta existing_region_slugs=kusumuta
03_一覧名違い	草牟田町_テンプレート.txt	草牟田町	soumutacho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\草牟田町_テンプレート.txt	一覧名違い: area list same-region slug mismatch: canonical=soumutacho existing_region_slugs=kusumutacho
09_複合問題	荒田.txt	荒田	arata	no	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\08_複合_画像無し_情報足りない_間違い\荒田.txt	入力不備: 必須項目不足: img_1, img_2, page_title_h1 / 未管理: direct input is not tracked in HEAD: HP/Text_area_data/荒田.txt / 作成済み: existing page artifact: HP/kagoshima-deliveryhealth-area-arata.php / 作成済み: existing page artifact: HP/source/kagoshima-deliveryhealth-area-arata.html / 作成済み: existing page artifact: HP/includefile/dataset_kagoshima-deliveryhealth-area-arata.php / 作成済み: existing shared registration: HP/includefile/dataset_base.php / 作成済み: existing shared registration: HP/source/area.html / 作成済み: existing shared registration: HP/sitemap.xml
09_複合問題	薬師_テンプレート.txt	aaaaaaaaaaaaaaaaaaaa		no	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\08_複合_画像無し_情報足りない_間違い\薬師_テンプレート.txt	入力不備: 必須項目不足: canonical slug / 間違い: canonical slug missing / 未管理: direct input is not tracked in HEAD: HP/Text_area_data/薬師_テンプレート.txt / 作成済み: existing shared registration: HP/includefile/dataset_base.php / 作成済み: existing shared registration: HP/source/area.html / 作成済み: existing shared registration: HP/sitemap.xml / 画像なし: missing image: HP/imgHtml/new_202601/area/kagoshima-deliveryhealth-area-_1.jpg / 画像なし: missing image: HP/imgHtml/new_202601/area/kagoshima-deliveryhealth-area-_2.jpg
02_作成済み	西伊敷_テンプレート.txt	西伊敷	nishiishiki	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\西伊敷_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html
02_作成済み	西佐多町_テンプレート.txt	西佐多町	nishisatacho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\西佐多町_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html
02_作成済み	西俣町_テンプレート.txt	西俣町	nishimatacho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\西俣町_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html
02_作成済み	西別府町_テンプレート.txt	西別府町	nishibeppucho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\西別府町_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html
02_作成済み	西千石町_テンプレート.txt	西千石町	nishisengokucho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\西千石町_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html
02_作成済み	西坂元町_テンプレート.txt	西坂元町	nishisakamotocho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\西坂元町_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html
02_作成済み	西田_テンプレート.txt	西田	nishida	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\西田_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html
03_一覧名違い	西紫原町_テンプレート.txt	西紫原町	nishimurasakibarucho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\西紫原町_テンプレート.txt	一覧名違い: area list same-region slug mismatch: canonical=nishimurasakibarucho existing_region_slugs=nishimurasakibaracho
02_作成済み	西谷山_テンプレート.txt	西谷山	nishitaniyama	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\西谷山_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html
02_作成済み	西陵_テンプレート.txt	西陵	seiryo	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\西陵_テンプレート.txt	作成済み: existing shared registration: HP/source/area.html
03_一覧名違い	谷山中央_テンプレート.txt	谷山中央	taniyamachuuou	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\谷山中央_テンプレート.txt	一覧名違い: area list same-region slug mismatch: canonical=taniyamachuuou existing_region_slugs=taniyamachuo
03_一覧名違い	谷山港_テンプレート.txt	谷山港	taniyamakou	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\谷山港_テンプレート.txt	一覧名違い: area list same-region slug mismatch: canonical=taniyamakou existing_region_slugs=taniyamako
02_作成済み	郡元_テンプレート.txt	郡元	korimoto	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\郡元_テンプレート.txt	作成済み: existing page artifact: HP/kagoshima-deliveryhealth-area-korimoto.php / 作成済み: existing page artifact: HP/source/kagoshima-deliveryhealth-area-korimoto.html / 作成済み: existing page artifact: HP/includefile/dataset_kagoshima-deliveryhealth-area-korimoto.php / 作成済み: existing shared registration: HP/includefile/dataset_base.php / 作成済み: existing shared registration: HP/source/area.html
02_作成済み	郡元町_テンプレート.txt	郡元町	korimotocho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\郡元町_テンプレート.txt	作成済み: existing page artifact: HP/kagoshima-deliveryhealth-area-korimotocho.php / 作成済み: existing page artifact: HP/source/kagoshima-deliveryhealth-area-korimotocho.html / 作成済み: existing page artifact: HP/includefile/dataset_kagoshima-deliveryhealth-area-korimotocho.php / 作成済み: existing shared registration: HP/includefile/dataset_base.php / 作成済み: existing shared registration: HP/source/area.html
02_作成済み	郡山岳町_テンプレート.txt	郡山岳町	koriyamadakecho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\郡山岳町_テンプレート.txt	作成済み: existing page artifact: HP/kagoshima-deliveryhealth-area-koriyamadakecho.php / 作成済み: existing page artifact: HP/source/kagoshima-deliveryhealth-area-koriyamadakecho.html / 作成済み: existing page artifact: HP/includefile/dataset_kagoshima-deliveryhealth-area-koriyamadakecho.php / 作成済み: existing shared registration: HP/includefile/dataset_base.php / 作成済み: existing shared registration: HP/source/area.html
02_作成済み	郡山町_テンプレート.txt	郡山町	koriyamacho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\郡山町_テンプレート.txt	作成済み: existing page artifact: HP/kagoshima-deliveryhealth-area-koriyamacho.php / 作成済み: existing page artifact: HP/source/kagoshima-deliveryhealth-area-koriyamacho.html / 作成済み: existing page artifact: HP/includefile/dataset_kagoshima-deliveryhealth-area-koriyamacho.php / 作成済み: existing shared registration: HP/includefile/dataset_base.php / 作成済み: existing shared registration: HP/source/area.html
02_作成済み	金生町_テンプレート.txt	金生町	kinseicho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\金生町_テンプレート.txt	作成済み: existing page artifact: HP/kagoshima-deliveryhealth-area-kinseicho.php / 作成済み: existing page artifact: HP/source/kagoshima-deliveryhealth-area-kinseicho.html / 作成済み: existing page artifact: HP/includefile/dataset_kagoshima-deliveryhealth-area-kinseicho.php / 作成済み: existing shared registration: HP/includefile/dataset_base.php / 作成済み: existing shared registration: HP/source/area.html
02_作成済み	錦江台_テンプレート.txt	錦江台	kinkodai	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\錦江台_テンプレート.txt	作成済み: existing page artifact: HP/kagoshima-deliveryhealth-area-kinkodai.php / 作成済み: existing page artifact: HP/source/kagoshima-deliveryhealth-area-kinkodai.html / 作成済み: existing page artifact: HP/includefile/dataset_kagoshima-deliveryhealth-area-kinkodai.php / 作成済み: existing shared registration: HP/includefile/dataset_base.php / 作成済み: existing shared registration: HP/source/area.html
03_一覧名違い	長田町_テンプレート.txt	長田町	nagatacho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\長田町_テンプレート.txt	一覧名違い: area list same-region slug mismatch: canonical=nagatacho existing_region_slugs=osadacho
09_複合問題	高麗町_テンプレート.txt	高麗町	koraicho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\高麗町_テンプレート.txt	作成済み: existing page artifact: HP/kagoshima-deliveryhealth-area-koraicho.php / 作成済み: existing page artifact: HP/source/kagoshima-deliveryhealth-area-koraicho.html / 作成済み: existing page artifact: HP/includefile/dataset_kagoshima-deliveryhealth-area-koraicho.php / 一覧名違い: area list same-region slug mismatch: canonical=koraicho existing_region_slugs=komaicho / 作成済み: existing shared registration: HP/includefile/dataset_base.php
09_複合問題	魚見町_テンプレート.txt	魚見町	uomicho	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\魚見町_テンプレート.txt	未管理: direct input is not tracked in HEAD: HP/Text_area_data/魚見町_テンプレート.txt / 作成済み: existing page artifact: HP/kagoshima-deliveryhealth-area-uomicho.php / 作成済み: existing page artifact: HP/source/kagoshima-deliveryhealth-area-uomicho.html / 作成済み: existing page artifact: HP/includefile/dataset_kagoshima-deliveryhealth-area-uomicho.php / 作成済み: existing shared registration: HP/source/area.html / 作成済み: existing shared registration: HP/sitemap.xml
09_複合問題	鴨池_テンプレート.txt	鴨池	kamoike	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\鴨池_テンプレート.txt	未管理: direct input is not tracked in HEAD: HP/Text_area_data/鴨池_テンプレート.txt / 作成済み: existing page artifact: HP/kagoshima-deliveryhealth-area-kamoike.php / 作成済み: existing page artifact: HP/source/kagoshima-deliveryhealth-area-kamoike.html / 作成済み: existing page artifact: HP/includefile/dataset_kagoshima-deliveryhealth-area-kamoike.php / 一覧名違い: area list same-region slug mismatch: canonical=kamoike existing_region_slugs=kamoiike
03_一覧名違い	鷹師_テンプレート.txt	鷹師	takashi	yes	\\192.168.1.3\disk1\FSG_SEO\candy\HP\Text_area_data\分類_20260716_115215\01_間違い無し\鷹師_テンプレート.txt	一覧名違い: area list same-region slug mismatch: canonical=takashi existing_region_slugs=takanashi
